[2023-12-03 20:50:57,383] INFO [Controller id=0 epoch=21] Sending UpdateMetadata request to brokers HashSet(0) for 0 partitions (state.change.logger)
[2023-12-03 20:50:57,411] INFO [Controller id=0 epoch=21] Sending LeaderAndIsr request to broker 0 with 61 become-leader and 0 become-follower partitions (state.change.logger)
[2023-12-03 20:50:57,416] INFO [Controller id=0 epoch=21] Sending UpdateMetadata request to brokers HashSet(0) for 61 partitions (state.change.logger)
[2023-12-03 20:50:57,562] INFO [Broker id=0] Handling LeaderAndIsr request correlationId 1 from controller 0 for 61 partitions (state.change.logger)
[2023-12-03 20:50:57,582] INFO [Broker id=0] Stopped fetchers as part of LeaderAndIsr request correlationId 1 from controller 0 epoch 21 as part of the become-leader transition for 61 partitions (state.change.logger)
[2023-12-03 20:50:57,587] INFO [Broker id=0] Leader __consumer_offsets-3 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 3 with partition epoch 0, high watermark 3, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,379] INFO [Broker id=0] Leader __consumer_offsets-31 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,380] INFO [Broker id=0] Leader __consumer_offsets-46 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,382] INFO [Broker id=0] Leader __consumer_offsets-1 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,384] INFO [Broker id=0] Leader ResultsTopic2-0 with topic id Some(61zDR1u4TkOhLEW_eGi08g) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,386] INFO [Broker id=0] Leader __consumer_offsets-16 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,388] INFO [Broker id=0] Leader __consumer_offsets-2 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,390] INFO [Broker id=0] Leader __consumer_offsets-25 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,393] INFO [Broker id=0] Leader __consumer_offsets-40 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,395] INFO [Broker id=0] Leader __consumer_offsets-47 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,398] INFO [Broker id=0] Leader __consumer_offsets-17 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,400] INFO [Broker id=0] Leader __consumer_offsets-32 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 12 with partition epoch 0, high watermark 12, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,401] INFO [Broker id=0] Leader SockPurchasesTopic-0 with topic id Some(TxkauOUpSvyTXFFPh-SedQ) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,408] INFO [Broker id=0] Leader __consumer_offsets-37 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,423] INFO [Broker id=0] Leader __consumer_offsets-7 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,426] INFO [Broker id=0] Leader __consumer_offsets-22 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,428] INFO [Broker id=0] Leader __consumer_offsets-29 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 10 with partition epoch 0, high watermark 10, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,429] INFO [Broker id=0] Leader __consumer_offsets-44 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,433] INFO [Broker id=0] Leader __consumer_offsets-14 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,438] INFO [Broker id=0] Leader ResultsTopic-0 with topic id Some(Y8sB4uCITIaqFYn1pSAIKw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,442] INFO [Broker id=0] Leader __consumer_offsets-23 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,444] INFO [Broker id=0] Leader __consumer_offsets-38 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 3 with partition epoch 0, high watermark 3, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,445] INFO [Broker id=0] Leader __consumer_offsets-8 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 10 with partition epoch 0, high watermark 10, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,446] INFO [Broker id=0] Leader __consumer_offsets-45 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 3 with partition epoch 0, high watermark 3, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,447] INFO [Broker id=0] Leader ResultsTopicHourly-0 with topic id Some(41pLUUVzS4inUHGj1xzmTg) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,449] INFO [Broker id=0] Leader __consumer_offsets-15 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 11 with partition epoch 0, high watermark 11, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,450] INFO [Broker id=0] Leader __consumer_offsets-30 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,453] INFO [Broker id=0] Leader __consumer_offsets-0 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 16 with partition epoch 0, high watermark 16, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,454] INFO [Broker id=0] Leader __consumer_offsets-35 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,458] INFO [Broker id=0] Leader __consumer_offsets-5 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,461] INFO [Broker id=0] Leader __consumer_offsets-20 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,464] INFO [Broker id=0] Leader __consumer_offsets-27 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,467] INFO [Broker id=0] Leader __consumer_offsets-42 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,470] INFO [Broker id=0] Leader __consumer_offsets-12 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,473] INFO [Broker id=0] Leader __consumer_offsets-21 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,476] INFO [Broker id=0] Leader __consumer_offsets-36 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,479] INFO [Broker id=0] Leader __consumer_offsets-6 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 12 with partition epoch 0, high watermark 12, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,480] INFO [Broker id=0] Leader __consumer_offsets-43 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,483] INFO [Broker id=0] Leader __consumer_offsets-13 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,487] INFO [Broker id=0] Leader __consumer_offsets-28 with topic id Some(g1OBTCO2QaC34aluQKWuhw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,490] INFO [Broker id=0] Leader TotalProfitTopic-0 with topic id Some(0JgppfS3Rbe0PmxQaKPntw) starts at leader epoch 0 from offset 0 with partition epoch 0, high watermark 0, ISR [0], adding replicas [] and removing replicas [] . Previous leader None and previous leader epoch was -1. (state.change.logger)
[2023-12-03 20:52:13,603] INFO [Broker id=0] Finished LeaderAndIsr request in 315ms correlationId 1 from controller 0 for 61 partitions (state.change.logger)
[2023-12-03 20:52:13,613] INFO [Broker id=0] Add 61 partitions and deleted 0 partitions from metadata cache in response to UpdateMetadata request sent by controller 0 epoch 22 with correlation id 2 (state.change.logger)
